transaction_id,date,category,region,quantity,unit_price,payment_type,customer_age,total_value
TXN00306,2024-03-17 06:00:00,Books,South,1,319.78,PayPal,64.0,319.78
TXN00307,2024-03-17 12:00:00,Electronics,East,4,384.1,Credit Card,47.0,1536.4
TXN00308,2024-03-17 18:00:00,Books,North,6,44.21,Credit Card,56.0,265.26
TXN00309,2024-03-18 00:00:00,Sports,West,9,28.29,Debit Card,71.0,254.61
TXN00310,2024-03-18 06:00:00,Sports,West,2,14.63,PayPal,72.0,29.26
TXN00311,2024-03-18 12:00:00,Electronics,North,7,98.45,PayPal,48.0,689.15
TXN00312,2024-03-18 18:00:00,Home & Garden,North,6,210.13,Credit Card,36.0,1260.78
TXN00313,2024-03-19 00:00:00,Clothing,North,2,468.23,Credit Card,52.0,936.46
TXN00314,2024-03-19 06:00:00,Electronics,South,8,231.24,Cash,46.0,1849.92
TXN00315,2024-03-19 12:00:00,Clothing,South,7,148.68,,18.0,1040.76
TXN00316,2024-03-19 18:00:00,Clothing,South,5,283.16,Cash,21.0,1415.8
TXN00317,2024-03-20 00:00:00,Home & Garden,Central,5,60.41,Debit Card,45.0,302.05
TXN00318,2024-03-20 06:00:00,Clothing,West,7,306.71,Cash,35.0,2146.97
TXN00319,2024-03-20 12:00:00,Clothing,West,9,286.37,Credit Card,43.0,2577.33
TXN00320,2024-03-20 18:00:00,Home & Garden,East,9,397.04,PayPal,57.0,3573.36
TXN00321,2024-03-21 00:00:00,Clothing,South,9,493.41,PayPal,36.0,4440.69
TXN00322,2024-03-21 06:00:00,Clothing,Central,6,129.18,Cash,72.0,775.08
TXN00323,2024-03-21 12:00:00,Clothing,Central,6,257.28,Cash,72.0,1543.68
TXN00324,2024-03-21 18:00:00,Electronics,West,3,454.89,Debit Card,74.0,1364.67
TXN00325,2024-03-22 00:00:00,Electronics,South,1,393.67,Debit Card,23.0,393.67
TXN00326,2024-03-22 06:00:00,Electronics,East,7,246.27,Credit Card,18.0,1723.89
TXN00327,2024-03-22 12:00:00,Home & Garden,South,4,472.96,Credit Card,25.0,1891.84
TXN00328,2024-03-22 18:00:00,Sports,North,1,33.33,Credit Card,50.0,33.33
TXN00329,2024-03-23 00:00:00,Clothing,South,8,465.84,Cash,68.0,3726.72
TXN00330,2024-03-23 06:00:00,Clothing,North,6,30.0,Cash,60.0,180.0
TXN00331,2024-03-23 12:00:00,Home & Garden,North,6,275.92,PayPal,38.0,1655.52
TXN00332,2024-03-23 18:00:00,Clothing,East,2,445.77,Credit Card,41.0,891.54
TXN00333,2024-03-24 00:00:00,Electronics,West,1,135.05,Cash,42.0,135.05
TXN00334,2024-03-24 06:00:00,Sports,South,2,238.76,PayPal,64.0,477.52
TXN00335,2024-03-24 12:00:00,Books,North,4,165.54,Credit Card,72.0,662.16
TXN00336,2024-03-24 18:00:00,Clothing,South,2,476.31,Debit Card,74.0,952.62
TXN00337,2024-03-25 00:00:00,Electronics,West,1,412.7,Debit Card,60.0,412.7
TXN00338,2024-03-25 06:00:00,Books,West,7,355.96,Cash,36.0,2491.72
TXN00339,2024-03-25 12:00:00,Sports,Central,8,295.88,PayPal,46.0,2367.04
TXN00340,2024-03-25 18:00:00,Books,West,6,411.19,Debit Card,70.0,2467.14
TXN00341,2024-03-26 00:00:00,Electronics,East,4,199.17,PayPal,27.0,796.68
TXN00342,2024-03-26 06:00:00,Books,North,6,226.54,PayPal,73.0,1359.24
TXN00343,2024-03-26 12:00:00,Home & Garden,Central,3,366.35,Debit Card,29.0,1099.05
TXN00344,2024-03-26 18:00:00,Books,East,8,182.09,PayPal,50.0,1456.72
TXN00345,2024-03-27 00:00:00,Clothing,South,2,36.63,Debit Card,73.0,73.26
TXN00346,2024-03-27 06:00:00,Clothing,North,5,41.8,Cash,24.0,209.0
TXN00347,2024-03-27 12:00:00,Home & Garden,West,1,62.1,Credit Card,34.0,62.1
TXN00348,2024-03-27 18:00:00,Electronics,North,6,435.49,Credit Card,27.0,2612.94
TXN00349,2024-03-28 00:00:00,Clothing,South,2,238.75,Cash,48.0,477.5
TXN00350,2024-03-28 06:00:00,Sports,Central,4,357.88,Debit Card,23.0,1431.52
TXN00351,2024-03-28 12:00:00,Clothing,Central,6,199.49,Debit Card,34.0,1196.94
TXN00352,2024-03-28 18:00:00,Clothing,Central,8,133.06,Debit Card,67.0,1064.48
TXN00353,2024-03-29 00:00:00,Electronics,West,8,176.86,Debit Card,54.0,1414.88
TXN00354,2024-03-29 06:00:00,Books,East,6,398.12,Cash,35.0,2388.72
TXN00355,2024-03-29 12:00:00,Clothing,East,4,314.48,Credit Card,43.0,1257.92
TXN00356,2024-03-29 18:00:00,Home & Garden,North,8,469.13,PayPal,66.0,3753.04
TXN00357,2024-03-30 00:00:00,Books,West,8,341.45,PayPal,71.0,2731.6
TXN00358,2024-03-30 06:00:00,Sports,Central,1,287.24,Credit Card,,287.24
TXN00359,2024-03-30 12:00:00,Electronics,Central,4,307.05,Cash,25.0,1228.2
TXN00360,2024-03-30 18:00:00,Sports,South,4,471.47,PayPal,41.0,1885.88
TXN00361,2024-03-31 00:00:00,Books,South,7,395.16,Credit Card,30.0,2766.12
TXN00362,2024-03-31 06:00:00,Books,Central,7,16.9,Cash,46.0,118.3
TXN00363,2024-03-31 12:00:00,Books,Central,8,269.4,PayPal,49.0,2155.2
TXN00364,2024-03-31 18:00:00,Sports,West,5,345.73,Debit Card,41.0,1728.65
TXN00365,2024-04-01 00:00:00,Books,East,7,375.61,Debit Card,33.0,2629.27
TXN00366,2024-04-01 06:00:00,Sports,South,8,110.51,Cash,28.0,884.08
TXN00367,2024-04-01 12:00:00,Books,East,9,434.25,Debit Card,49.0,3908.25
TXN00368,2024-04-01 18:00:00,Home & Garden,West,3,478.14,Cash,23.0,1434.42
TXN00369,2024-04-02 00:00:00,Books,Central,3,122.17,Credit Card,52.0,366.51
TXN00370,2024-04-02 06:00:00,Sports,East,4,441.89,Credit Card,50.0,1767.56
TXN00371,2024-04-02 12:00:00,Clothing,Central,5,53.0,PayPal,35.0,265.0
TXN00372,2024-04-02 18:00:00,Books,Central,1,32.57,Cash,54.0,32.57
TXN00373,2024-04-03 00:00:00,Clothing,North,7,68.97,PayPal,30.0,482.79
TXN00374,2024-04-03 06:00:00,Home & Garden,East,9,33.58,PayPal,27.0,302.22
TXN00375,2024-04-03 12:00:00,Electronics,East,8,423.28,Credit Card,54.0,3386.24
TXN00376,2024-04-03 18:00:00,Home & Garden,Central,5,34.23,PayPal,43.0,171.15
TXN00377,2024-04-04 00:00:00,Books,West,4,139.47,Debit Card,63.0,557.88
TXN00378,2024-04-04 06:00:00,Clothing,North,7,56.36,PayPal,34.0,394.52
TXN00379,2024-04-04 12:00:00,Clothing,Central,5,151.23,Cash,18.0,756.15
TXN00380,2024-04-04 18:00:00,Sports,South,7,49.83,Debit Card,42.0,348.81
TXN00381,2024-04-05 00:00:00,Clothing,South,1,335.66,Credit Card,51.0,335.66
TXN00382,2024-04-05 06:00:00,Sports,North,1,71.0,Cash,56.0,71.0
TXN00383,2024-04-05 12:00:00,Electronics,West,3,426.66,Debit Card,27.0,1279.98
TXN00384,2024-04-05 18:00:00,Books,Central,2,409.51,Cash,37.0,819.02
TXN00385,2024-04-06 00:00:00,Sports,East,2,11.76,Debit Card,24.0,23.52
TXN00386,2024-04-06 06:00:00,Electronics,North,7,448.38,Cash,73.0,3138.66
TXN00387,2024-04-06 12:00:00,Clothing,West,2,19.33,Cash,33.0,38.66
TXN00388,2024-04-06 18:00:00,Clothing,East,4,123.62,Debit Card,,494.48
TXN00389,2024-04-07 00:00:00,Electronics,South,2,21.03,Credit Card,46.0,42.06
TXN00390,2024-04-07 06:00:00,Clothing,South,6,171.24,Credit Card,29.0,1027.44
TXN00391,2024-04-07 12:00:00,Electronics,East,8,259.36,Cash,34.0,2074.88
TXN00392,2024-04-07 18:00:00,Sports,North,4,399.34,Cash,65.0,1597.36
TXN00393,2024-04-08 00:00:00,Sports,South,5,172.3,Credit Card,37.0,861.5
TXN00394,2024-04-08 06:00:00,Electronics,Central,4,354.22,Credit Card,43.0,1416.88
TXN00395,2024-04-08 12:00:00,Sports,East,3,97.81,PayPal,65.0,293.43
TXN00396,2024-04-08 18:00:00,Sports,East,5,376.55,Credit Card,36.0,1882.75
TXN00397,2024-04-09 00:00:00,Sports,South,9,121.82,Cash,64.0,1096.38
TXN00398,2024-04-09 06:00:00,Home & Garden,North,8,76.05,,29.0,608.4
TXN00399,2024-04-09 12:00:00,Books,Central,8,96.78,Credit Card,38.0,774.24
TXN00400,2024-04-09 18:00:00,Clothing,North,8,95.12,PayPal,59.0,760.96
TXN00401,2024-04-10 00:00:00,Home & Garden,West,8,258.87,PayPal,71.0,2070.96
TXN00402,2024-04-10 06:00:00,Sports,West,7,423.17,PayPal,51.0,2962.19
TXN00403,2024-04-10 12:00:00,Electronics,South,8,44.4,Debit Card,24.0,355.2
TXN00404,2024-04-10 18:00:00,Sports,South,8,354.94,Credit Card,62.0,2839.52
TXN00405,2024-04-11 00:00:00,Books,South,8,328.9,Credit Card,52.0,2631.2
TXN00406,2024-04-11 06:00:00,Sports,West,7,436.9,Credit Card,32.0,3058.3
TXN00407,2024-04-11 12:00:00,Electronics,North,1,125.85,Debit Card,18.0,125.85
TXN00408,2024-04-11 18:00:00,Books,North,4,227.8,Debit Card,43.0,911.2
TXN00409,2024-04-12 00:00:00,Sports,South,4,463.28,Cash,52.0,1853.12
TXN00410,2024-04-12 06:00:00,Books,Central,5,331.7,PayPal,42.0,1658.5
TXN00411,2024-04-12 12:00:00,Clothing,North,6,197.44,PayPal,59.0,1184.64
TXN00412,2024-04-12 18:00:00,Clothing,West,4,70.05,Credit Card,32.0,280.2
TXN00413,2024-04-13 00:00:00,Sports,East,2,134.93,Debit Card,39.0,269.86
TXN00414,2024-04-13 06:00:00,Books,East,6,292.7,Debit Card,23.0,1756.2
TXN00415,2024-04-13 12:00:00,Electronics,East,8,360.49,Credit Card,69.0,2883.92
TXN00416,2024-04-13 18:00:00,Sports,Central,8,66.59,Credit Card,32.0,532.72
TXN00417,2024-04-14 00:00:00,Clothing,South,7,301.8,Cash,41.0,2112.6
TXN00418,2024-04-14 06:00:00,Clothing,West,6,277.42,PayPal,38.0,1664.52
TXN00419,2024-04-14 12:00:00,Sports,Central,2,259.41,PayPal,24.0,518.82
TXN00420,2024-04-14 18:00:00,Books,West,7,346.61,PayPal,74.0,2426.27
TXN00421,2024-04-15 00:00:00,Clothing,West,5,419.54,Cash,46.0,2097.7
TXN00422,2024-04-15 06:00:00,Books,South,6,164.88,Credit Card,49.0,989.28
TXN00423,2024-04-15 12:00:00,Clothing,East,8,445.06,Credit Card,49.0,3560.48
TXN00424,2024-04-15 18:00:00,Clothing,South,8,84.51,PayPal,70.0,676.08
TXN00425,2024-04-16 00:00:00,Home & Garden,Central,3,90.65,PayPal,22.0,271.95
TXN00426,2024-04-16 06:00:00,Clothing,Central,7,137.05,Cash,21.0,959.35
TXN00427,2024-04-16 12:00:00,Electronics,Central,1,64.17,Debit Card,39.0,64.17
TXN00428,2024-04-16 18:00:00,Sports,South,1,119.01,Debit Card,35.0,119.01
TXN00429,2024-04-17 00:00:00,Sports,West,7,57.67,PayPal,52.0,403.69
TXN00430,2024-04-17 06:00:00,Books,West,9,411.77,Cash,34.0,3705.93
TXN00431,2024-04-17 12:00:00,Clothing,North,7,73.79,PayPal,67.0,516.53
TXN00432,2024-04-17 18:00:00,Electronics,Central,5,374.91,Debit Card,67.0,1874.55
TXN00433,2024-04-18 00:00:00,Books,West,8,28.72,PayPal,73.0,229.76
TXN00434,2024-04-18 06:00:00,Home & Garden,North,2,474.52,Debit Card,41.0,949.04
TXN00435,2024-04-18 12:00:00,Books,West,9,357.02,Debit Card,19.0,3213.18
TXN00436,2024-04-18 18:00:00,Books,Central,6,8.36,Debit Card,30.0,50.16
TXN00437,2024-04-19 00:00:00,Clothing,East,9,383.11,Credit Card,71.0,3447.99
TXN00438,2024-04-19 06:00:00,Home & Garden,Central,2,259.47,Credit Card,32.0,518.94
TXN00439,2024-04-19 12:00:00,Books,South,3,390.79,PayPal,22.0,1172.37
TXN00440,2024-04-19 18:00:00,Electronics,West,8,263.64,Debit Card,20.0,2109.12
TXN00441,2024-04-20 00:00:00,Electronics,West,1,322.31,Credit Card,54.0,322.31
TXN00442,2024-04-20 06:00:00,Sports,South,7,394.23,PayPal,54.0,2759.61
TXN00443,2024-04-20 12:00:00,Home & Garden,South,7,205.53,PayPal,54.0,1438.71
TXN00444,2024-04-20 18:00:00,Home & Garden,East,1,6.34,PayPal,20.0,6.34
TXN00445,2024-04-21 00:00:00,Sports,West,9,425.72,PayPal,52.0,3831.48
TXN00446,2024-04-21 06:00:00,Books,West,8,193.54,PayPal,69.0,1548.32
TXN00447,2024-04-21 12:00:00,Home & Garden,East,4,250.54,Cash,40.0,1002.16
TXN00448,2024-04-21 18:00:00,Electronics,North,5,8.84,Debit Card,,44.2
TXN00449,2024-04-22 00:00:00,Electronics,East,2,248.59,PayPal,47.0,497.18
TXN00450,2024-04-22 06:00:00,Clothing,Central,9,493.31,Cash,35.0,4439.79
TXN00451,2024-04-22 12:00:00,Home & Garden,West,6,142.74,Debit Card,69.0,856.44
TXN00452,2024-04-22 18:00:00,Books,South,3,200.73,Credit Card,53.0,602.19
TXN00453,2024-04-23 00:00:00,Sports,Central,7,345.16,PayPal,50.0,2416.12
TXN00454,2024-04-23 06:00:00,Sports,West,9,408.32,Cash,43.0,3674.88
TXN00455,2024-04-23 12:00:00,Books,East,3,211.61,Credit Card,65.0,634.83
TXN00456,2024-04-23 18:00:00,Clothing,Central,2,158.29,Cash,57.0,316.58
TXN00457,2024-04-24 00:00:00,Sports,West,7,469.22,Debit Card,34.0,3284.54
TXN00458,2024-04-24 06:00:00,Home & Garden,North,7,340.19,Debit Card,57.0,2381.33
TXN00459,2024-04-24 12:00:00,Clothing,North,4,63.92,Credit Card,24.0,255.68
TXN00460,2024-04-24 18:00:00,Home & Garden,South,9,39.12,Cash,74.0,352.08
TXN00461,2024-04-25 00:00:00,Electronics,West,8,244.36,PayPal,25.0,1954.88
TXN00462,2024-04-25 06:00:00,Clothing,North,1,113.94,PayPal,70.0,113.94
TXN00463,2024-04-25 12:00:00,Sports,East,1,130.72,Credit Card,73.0,130.72
TXN00464,2024-04-25 18:00:00,Clothing,West,5,439.46,Credit Card,48.0,2197.3
TXN00465,2024-04-26 00:00:00,Clothing,East,6,49.34,Credit Card,29.0,296.04
TXN00466,2024-04-26 06:00:00,Clothing,East,3,359.11,Cash,65.0,1077.33
TXN00467,2024-04-26 12:00:00,Clothing,North,9,139.22,PayPal,48.0,1252.98
TXN00468,2024-04-26 18:00:00,Home & Garden,West,6,381.36,PayPal,61.0,2288.16
TXN00469,2024-04-27 00:00:00,Electronics,Central,4,362.59,PayPal,36.0,1450.36
TXN00470,2024-04-27 06:00:00,Books,North,7,8.66,Credit Card,27.0,60.62
TXN00471,2024-04-27 12:00:00,Clothing,North,8,257.02,PayPal,56.0,2056.16
TXN00472,2024-04-27 18:00:00,Sports,West,9,73.96,Debit Card,29.0,665.64
TXN00473,2024-04-28 00:00:00,Clothing,West,6,433.78,Credit Card,37.0,2602.68
TXN00474,2024-04-28 06:00:00,Sports,East,6,436.44,PayPal,54.0,2618.64
TXN00475,2024-04-28 12:00:00,Home & Garden,West,8,212.08,Cash,65.0,1696.64
TXN00476,2024-04-28 18:00:00,Sports,East,5,224.98,Credit Card,58.0,1124.9
TXN00477,2024-04-29 00:00:00,Books,North,3,155.13,Debit Card,24.0,465.39
TXN00478,2024-04-29 06:00:00,Electronics,South,3,359.72,Debit Card,69.0,1079.16
TXN00479,2024-04-29 12:00:00,Sports,Central,6,182.54,Cash,71.0,1095.24
TXN00480,2024-04-29 18:00:00,Sports,North,2,137.56,Cash,31.0,275.12
TXN00481,2024-04-30 00:00:00,Electronics,West,6,218.95,Credit Card,28.0,1313.7
TXN00482,2024-04-30 06:00:00,Books,Central,6,50.29,Credit Card,24.0,301.74
TXN00483,2024-04-30 12:00:00,Clothing,South,8,374.57,Debit Card,46.0,2996.56
TXN00484,2024-04-30 18:00:00,Sports,South,7,11.24,Cash,27.0,78.68
TXN00485,2024-05-01 00:00:00,Electronics,East,8,324.02,Credit Card,46.0,2592.16
TXN00486,2024-05-01 06:00:00,Home & Garden,Central,9,95.52,Debit Card,26.0,859.68
TXN00487,2024-05-01 12:00:00,Electronics,East,6,120.04,Cash,53.0,720.24
TXN00488,2024-05-01 18:00:00,Home & Garden,North,3,319.64,Debit Card,65.0,958.92
TXN00489,2024-05-02 00:00:00,Books,Central,3,496.51,PayPal,27.0,1489.53
TXN00490,2024-05-02 06:00:00,Clothing,North,1,389.97,Cash,36.0,389.97
TXN00491,2024-05-02 12:00:00,Electronics,East,5,116.79,Credit Card,73.0,583.95
TXN00492,2024-05-02 18:00:00,Sports,Central,4,92.13,Credit Card,48.0,368.52
TXN00493,2024-05-03 00:00:00,Books,East,9,433.79,PayPal,34.0,3904.11
TXN00494,2024-05-03 06:00:00,Electronics,Central,9,224.87,Cash,26.0,2023.83
TXN00495,2024-05-03 12:00:00,Sports,East,5,72.84,Debit Card,62.0,364.2
TXN00496,2024-05-03 18:00:00,Electronics,South,4,431.79,Credit Card,50.0,1727.16
TXN00497,2024-05-04 00:00:00,Home & Garden,East,7,408.97,PayPal,51.0,2862.79
TXN00498,2024-05-04 06:00:00,Electronics,South,6,492.03,PayPal,62.0,2952.18
TXN00499,2024-05-04 12:00:00,Electronics,East,4,455.32,Cash,41.0,1821.28
TXN00500,2024-05-04 18:00:00,Electronics,Central,2,426.64,Cash,26.0,853.28
TXN00501,2024-05-05 00:00:00,Books,Central,1,31.02,Credit Card,24.0,31.02
TXN00502,2024-05-05 06:00:00,Electronics,Central,4,56.69,PayPal,33.0,226.76
TXN00503,2024-05-05 12:00:00,Sports,West,4,286.65,Debit Card,36.0,1146.6
TXN00504,2024-05-05 18:00:00,Home & Garden,North,1,268.08,PayPal,56.0,268.08
TXN00505,2024-05-06 00:00:00,Home & Garden,Central,6,231.69,Debit Card,23.0,1390.14
TXN00506,2024-05-06 06:00:00,Electronics,South,4,201.41,Debit Card,67.0,805.64
TXN00507,2024-05-06 12:00:00,Books,Central,1,218.45,Credit Card,68.0,218.45
TXN00508,2024-05-06 18:00:00,Books,West,1,286.8,PayPal,,286.8
TXN00509,2024-05-07 00:00:00,Sports,South,1,6.03,Debit Card,29.0,6.03
TXN00510,2024-05-07 06:00:00,Electronics,West,8,134.05,Cash,59.0,1072.4
TXN00511,2024-05-07 12:00:00,Home & Garden,South,8,261.55,Debit Card,30.0,2092.4
TXN00512,2024-05-07 18:00:00,Books,East,2,362.5,Cash,29.0,725.0
TXN00513,2024-05-08 00:00:00,Electronics,North,7,91.21,Cash,38.0,638.47
TXN00514,2024-05-08 06:00:00,Books,North,8,275.71,PayPal,27.0,2205.68
TXN00515,2024-05-08 12:00:00,Books,West,8,358.66,Cash,37.0,2869.28
TXN00516,2024-05-08 18:00:00,Home & Garden,North,7,225.09,Debit Card,67.0,1575.63
TXN00517,2024-05-09 00:00:00,Clothing,West,5,18.41,Cash,53.0,92.05
TXN00518,2024-05-09 06:00:00,Sports,West,1,227.39,PayPal,45.0,227.39
TXN00519,2024-05-09 12:00:00,Sports,West,9,151.74,Credit Card,41.0,1365.66
TXN00520,2024-05-09 18:00:00,Home & Garden,North,7,465.18,Debit Card,22.0,3256.26
TXN00521,2024-05-10 00:00:00,Books,West,2,66.68,Debit Card,54.0,133.36
TXN00522,2024-05-10 06:00:00,Electronics,North,6,327.98,PayPal,29.0,1967.88
TXN00523,2024-05-10 12:00:00,Books,West,2,31.1,PayPal,52.0,62.2
TXN00524,2024-05-10 18:00:00,Home & Garden,Central,1,225.85,PayPal,57.0,225.85
TXN00525,2024-05-11 00:00:00,Sports,West,7,279.22,PayPal,71.0,1954.54
TXN00526,2024-05-11 06:00:00,Books,South,2,152.49,Debit Card,,304.98
TXN00527,2024-05-11 12:00:00,Sports,West,2,230.26,Credit Card,67.0,460.52
TXN00528,2024-05-11 18:00:00,Electronics,East,5,85.96,Cash,58.0,429.8
TXN00529,2024-05-12 00:00:00,Sports,West,5,155.54,Cash,62.0,777.7
TXN00530,2024-05-12 06:00:00,Sports,South,7,312.45,Credit Card,56.0,2187.15
TXN00531,2024-05-12 12:00:00,Clothing,South,1,154.39,Credit Card,59.0,154.39
TXN00532,2024-05-12 18:00:00,Clothing,North,8,450.37,Credit Card,26.0,3602.96
TXN00533,2024-05-13 00:00:00,Clothing,Central,3,316.06,PayPal,39.0,948.18
TXN00534,2024-05-13 06:00:00,Sports,West,4,222.13,Debit Card,64.0,888.52
TXN00535,2024-05-13 12:00:00,Home & Garden,North,9,24.18,Debit Card,22.0,217.62
TXN00536,2024-05-13 18:00:00,Sports,Central,4,252.28,Debit Card,29.0,1009.12
TXN00537,2024-05-14 00:00:00,Home & Garden,West,5,383.56,PayPal,18.0,1917.8
TXN00538,2024-05-14 06:00:00,Home & Garden,East,7,136.45,Debit Card,61.0,955.15
TXN00539,2024-05-14 12:00:00,Clothing,West,4,404.35,PayPal,39.0,1617.4
TXN00540,2024-05-14 18:00:00,Books,South,1,129.64,Debit Card,55.0,129.64
TXN00541,2024-05-15 00:00:00,Electronics,South,9,412.75,Credit Card,68.0,3714.75
TXN00542,2024-05-15 06:00:00,Clothing,East,4,47.21,Cash,36.0,188.84
TXN00543,2024-05-15 12:00:00,Clothing,North,9,433.76,Cash,33.0,3903.84
TXN00544,2024-05-15 18:00:00,Books,Central,6,252.1,PayPal,48.0,1512.6
TXN00545,2024-05-16 00:00:00,Electronics,West,1,151.79,Debit Card,68.0,151.79
TXN00546,2024-05-16 06:00:00,Sports,South,3,136.23,Cash,20.0,408.69
TXN00547,2024-05-16 12:00:00,Sports,North,2,218.85,Credit Card,40.0,437.7
TXN00548,2024-05-16 18:00:00,Clothing,East,9,499.53,Credit Card,59.0,4495.77
TXN00549,2024-05-17 00:00:00,Electronics,South,1,114.06,Credit Card,35.0,114.06
TXN00550,2024-05-17 06:00:00,Clothing,East,9,56.09,PayPal,43.0,504.81
TXN00551,2024-05-17 12:00:00,Home & Garden,West,9,294.59,PayPal,30.0,2651.31
TXN00552,2024-05-17 18:00:00,Clothing,Central,8,246.83,,35.0,1974.64
TXN00553,2024-05-18 00:00:00,Clothing,South,8,264.48,Credit Card,20.0,2115.84
TXN00554,2024-05-18 06:00:00,Sports,South,1,335.13,Debit Card,40.0,335.13
TXN00555,2024-05-18 12:00:00,Sports,West,8,137.24,Debit Card,20.0,1097.92
TXN00556,2024-05-18 18:00:00,Sports,North,3,455.78,Credit Card,72.0,1367.34
TXN00557,2024-05-19 00:00:00,Home & Garden,Central,7,220.66,Debit Card,42.0,1544.62
TXN00558,2024-05-19 06:00:00,Sports,South,1,68.9,Cash,44.0,68.9
TXN00559,2024-05-19 12:00:00,Electronics,Central,1,372.44,PayPal,61.0,372.44
TXN00560,2024-05-19 18:00:00,Books,South,5,323.34,Debit Card,44.0,1616.7
TXN00561,2024-05-20 00:00:00,Electronics,Central,5,161.29,Credit Card,69.0,806.45
TXN00562,2024-05-20 06:00:00,Electronics,East,8,312.65,PayPal,,2501.2
TXN00563,2024-05-20 12:00:00,Sports,South,7,113.83,PayPal,42.0,796.81
TXN00564,2024-05-20 18:00:00,Books,Central,8,225.2,Debit Card,41.0,1801.6
TXN00565,2024-05-21 00:00:00,Books,North,6,450.21,Cash,25.0,2701.26
TXN00566,2024-05-21 06:00:00,Books,East,6,71.1,Debit Card,26.0,426.6
TXN00567,2024-05-21 12:00:00,Home & Garden,East,2,196.41,Cash,63.0,392.82
TXN00568,2024-05-21 18:00:00,Sports,North,6,411.47,PayPal,54.0,2468.82
TXN00569,2024-05-22 00:00:00,Books,Central,5,484.9,Debit Card,47.0,2424.5
TXN00570,2024-05-22 06:00:00,Home & Garden,West,3,229.69,Credit Card,,689.07
TXN00571,2024-05-22 12:00:00,Clothing,North,6,255.96,Debit Card,36.0,1535.76
TXN00572,2024-05-22 18:00:00,Clothing,Central,8,288.23,Cash,70.0,2305.84
TXN00573,2024-05-23 00:00:00,Home & Garden,North,9,466.51,Cash,33.0,4198.59
TXN00574,2024-05-23 06:00:00,Home & Garden,North,1,429.81,Debit Card,41.0,429.81
TXN00575,2024-05-23 12:00:00,Sports,South,3,89.45,Cash,61.0,268.35
TXN00576,2024-05-23 18:00:00,Sports,Central,3,221.2,PayPal,38.0,663.6
TXN00577,2024-05-24 00:00:00,Clothing,West,8,234.68,Debit Card,,1877.44
TXN00578,2024-05-24 06:00:00,Books,South,1,395.6,Cash,57.0,395.6
TXN00579,2024-05-24 12:00:00,Clothing,North,5,303.43,Debit Card,56.0,1517.15
TXN00580,2024-05-24 18:00:00,Books,North,3,328.84,Debit Card,64.0,986.52
TXN00581,2024-05-25 00:00:00,Books,North,2,499.11,Credit Card,23.0,998.22
TXN00582,2024-05-25 06:00:00,Sports,Central,8,42.11,Debit Card,22.0,336.88
TXN00583,2024-05-25 12:00:00,Electronics,Central,3,115.39,Credit Card,31.0,346.17
TXN00584,2024-05-25 18:00:00,Electronics,South,7,206.91,Cash,70.0,1448.37
TXN00585,2024-05-26 00:00:00,Home & Garden,West,1,177.15,Credit Card,62.0,177.15
TXN00586,2024-05-26 06:00:00,Sports,South,6,15.71,Credit Card,59.0,94.26
TXN00587,2024-05-26 12:00:00,Books,East,3,50.43,Credit Card,67.0,151.29
TXN00588,2024-05-26 18:00:00,Electronics,North,8,342.07,PayPal,21.0,2736.56
TXN00589,2024-05-27 00:00:00,Books,North,6,440.27,Credit Card,25.0,2641.62
TXN00590,2024-05-27 06:00:00,Electronics,North,2,259.54,Debit Card,41.0,519.08
TXN00591,2024-05-27 12:00:00,Electronics,South,6,271.9,Credit Card,28.0,1631.4
TXN00592,2024-05-27 18:00:00,Electronics,South,7,131.27,Debit Card,34.0,918.89
TXN00593,2024-05-28 00:00:00,Sports,North,5,385.1,Credit Card,67.0,1925.5
TXN00594,2024-05-28 06:00:00,Clothing,South,3,377.14,PayPal,38.0,1131.42
TXN00595,2024-05-28 12:00:00,Books,Central,4,296.24,Cash,74.0,1184.96
TXN00596,2024-05-28 18:00:00,Sports,Central,4,110.27,Credit Card,43.0,441.08
TXN00597,2024-05-29 00:00:00,Sports,South,6,53.02,Credit Card,60.0,318.12
TXN00598,2024-05-29 06:00:00,Sports,North,1,36.8,PayPal,,36.8
TXN00599,2024-05-29 12:00:00,Sports,South,4,298.38,Credit Card,61.0,1193.52
TXN00600,2024-05-29 18:00:00,Sports,South,4,413.39,Debit Card,62.0,1653.56
TXN00601,2024-05-30 00:00:00,Home & Garden,South,1,429.87,Credit Card,44.0,429.87
TXN00602,2024-05-30 06:00:00,Books,East,9,234.49,Credit Card,33.0,2110.41
TXN00603,2024-05-30 12:00:00,Sports,Central,4,393.21,Cash,72.0,1572.84
TXN00604,2024-05-30 18:00:00,Books,West,7,473.71,Cash,43.0,3315.97
TXN00605,2024-05-31 00:00:00,Home & Garden,West,3,141.21,Credit Card,70.0,423.63
TXN00606,2024-05-31 06:00:00,Home & Garden,East,3,201.99,PayPal,50.0,605.97
TXN00607,2024-05-31 12:00:00,Books,South,8,466.08,Cash,48.0,3728.64
TXN00608,2024-05-31 18:00:00,Electronics,East,8,172.42,Credit Card,65.0,1379.36
TXN00609,2024-06-01 00:00:00,Clothing,East,1,457.37,Cash,64.0,457.37
TXN00610,2024-06-01 06:00:00,Electronics,North,2,490.62,Credit Card,23.0,981.24
TXN00611,2024-06-01 12:00:00,Electronics,Central,8,332.6,Cash,61.0,2660.8
